0_name,0_logfoldchange,0_pval,1_name,1_logfoldchange,1_pval,2_name,2_logfoldchange,2_pval,3_name,3_logfoldchange,3_pval,4_name,4_logfoldchange,4_pval,5_name,5_logfoldchange,5_pval,6_name,6_logfoldchange,6_pval,7_name,7_logfoldchange,7_pval,8_name,8_logfoldchange,8_pval,9_name,9_logfoldchange,9_pval,10_name,10_logfoldchange,10_pval,11_name,11_logfoldchange,11_pval,12_name,12_logfoldchange,12_pval,13_name,13_logfoldchange,13_pval,14_name,14_logfoldchange,14_pval
Rps25,0.44758213,4.017373030497112e-120,Igfbp4,1.4303585,0.0,Rpl15,0.46607235,1.3052948483034069e-80,Tcf21,1.022252,1.1695133525992117e-65,5033428I22Rik,1.9595631,1.4759578197442727e-50,Lpar1,1.6340256,1.1667224379833533e-55,Csrp1,2.1193035,2.2316993876770705e-75,Itpk1,3.69477,6.192294616388469e-57,Tns1,3.159586,7.168164028558464e-79,Hmgn3,1.5550852,5.3826035623014564e-27,Eln,5.0000353,2.727450493355481e-84,Man1a,4.7789516,4.344059787167929e-16,mt-Cytb,0.9704716,1.647641833304983e-15,Col18a1,4.1973925,3.5262702453477075e-14,Abcc9,2.4170601,5.50859612108074e-08
Rps27a,0.35998127,4.372343972545126e-120,Matn2,3.7243452,0.0,Rps4x,0.38003463,3.6084301367265744e-80,Hmgn1,0.63780415,1.0651134752506305e-64,Adgrl3,1.7844422,4.8325849581258e-50,Atxn7l3b,0.8411195,1.7497998438818566e-55,Nexn,2.7110229,4.665777964593398e-75,H19,1.1840895,3.6269718520135845e-56,Gjc1,2.4973292,1.7132675309400059e-77,Ube2s,1.2111386,1.9917426095252195e-26,Crip2,3.8398125,4.426738921222296e-84,Lum,2.5630987,8.981414627064606e-16,Emilin1,2.2344258,1.945403463871182e-15,Lgmn,4.0074306,3.847616952169362e-14,Tmem158,2.904227,5.7618721312988006e-08
Marcks,0.7561702,6.88461084008022e-120,Serping1,3.0199564,0.0,Rps13,0.38475305,4.88360262113823e-80,Hist3h2ba,2.0809565,1.3307035260611212e-64,Angpt1,2.132842,6.031286729309769e-49,Gucy1a1,1.5710061,6.4782715604880704e-55,Pdlim3,4.201001,2.6646193933719432e-74,Foxp1,1.8005524,1.9779581381521568e-53,Tgfb2,3.9232006,2.014546697256782e-76,Cenpe,2.457379,2.9449016141130765e-26,Lmod1,4.8112674,6.185306395697875e-81,Ckap4,2.0863533,1.2473420514243914e-15,Tpm4,2.1343086,3.598193105878953e-15,Nid1,2.9048922,5.616825158583862e-14,Man2a2,3.2043734,6.573104285950331e-08
Nr2f2,1.1226399,7.877972760027248e-119,Crip1,3.617904,0.0,Rpl30,0.35183463,5.552629455170983e-80,Mdk,0.7049092,1.7125092443910108e-62,Sulf2,1.0067539,3.2785179725113227e-48,Gucy1b1,1.5379713,7.465898936457925e-55,Pfn1,0.93963414,1.6147063846166234e-72,Atp1a1,2.203675,3.2238160560864636e-53,mt-Nd4,0.8443674,2.065269403396654e-75,Odc1,1.481264,4.949630642433167e-26,Inpp4b,6.4106007,7.6284897069394585e-81,Nrk,2.3286858,1.4776762179432162e-15,AW112010,6.446684,3.769615592629354e-15,mt-Co2,0.8521258,1.7986020301763368e-13,Fibin,4.012849,7.869580359039978e-08
Tmsb10,0.61925316,2.7063976102318467e-118,Tnxb,4.4116445,0.0,Rps10,0.341692,1.0712280470002834e-79,Nme1,0.8877597,1.3725413147435628e-61,Slit2,1.1062644,7.371763818908388e-47,H2afy2,1.1722906,7.803134433995083e-54,Carmn,2.2869856,2.8997193380367933e-68,Atp5b,1.1018192,4.468274046994842e-53,Tmsb4x,1.0664033,2.4036274469472376e-73,Mki67,1.9298707,5.264976263458478e-26,Map3k20,4.3768544,1.256612232347716e-78,Cpz,3.6085892,6.689927162851679e-15,Foxf2,4.909149,3.890165322336966e-15,Zbtb20,3.2901351,3.0180357584003526e-13,Col13a1,3.1414137,1.2491109883680204e-07
Rps8,0.34276196,7.877612284554681e-117,Fbln1,2.2851052,0.0,Rpl34,0.47457758,2.0689553261749144e-78,Sub1,0.6130085,8.318039987358711e-61,Rps11,0.3145415,3.835060642308923e-44,Set,0.7443692,5.811204820511862e-53,Lpp,1.7698765,1.2826674875630548e-67,mt-Co1,0.5668434,1.3534243550096087e-52,Lama4,3.260173,3.2043628755915844e-72,H3f3b,0.5119477,7.083105288761046e-26,Cavin1,3.035862,1.9699513489375921e-78,Arl4c,5.1911693,7.934455884281079e-15,Zeb2,2.497517,5.453349872132833e-15,Mgst1,4.4841733,3.309245073016074e-13,Igfbp7,2.6265228,1.446878898120753e-07
Ppib,0.6364967,2.343415832175056e-116,Ltbp4,2.155826,0.0,Atp5g2,0.6769392,2.692157156686389e-78,Eef1g,0.6706525,2.0835919927323294e-59,Ntm,2.0978832,9.57001211364467e-44,Higd1a,1.3536687,1.2075001404972357e-51,Mab21l2,1.6137514,1.924423069087269e-65,Aldoa,1.5179325,1.843166608374762e-52,mt-Nd1,0.898648,5.703059190409978e-72,Hsp90aa1,0.9055337,1.5878423028960201e-24,Cav2,6.6917787,7.979960713907838e-78,Creb3l1,3.036226,8.120524768849094e-15,Ifitm1,2.0918705,6.286166562959351e-15,Bmp4,4.449322,9.769792863854334e-13,Piezo2,2.8918366,1.6270825630172783e-07
Rps15,0.45288938,2.599656224558179e-116,Akap12,2.164622,0.0,Rps5,0.52952546,1.6511770060464972e-77,Cdk4,0.69518346,1.377068795876721e-56,Sulf1,1.2918632,1.0093063436138066e-42,Cbx1,1.0280043,1.9998100668975172e-51,Aldh1a2,3.086795,5.310141123563926e-65,mt-Atp6,0.5055523,3.6511974219834666e-48,Plvap,5.574626,5.80614563377893e-72,Tpx2,2.2198958,6.458832386480164e-24,Procr,6.1417575,2.674939206892838e-77,Tmem132c,6.9711723,1.1827440883740749e-14,Cxcl14,7.565068,2.0023342819116287e-14,Rgs10,3.4927082,1.1528331703491084e-12,Gdf10,3.1756947,1.9028468418171809e-07
Rps13,0.41025257,6.352374245211825e-116,Fbn1,1.9832414,0.0,Ifitm3,0.7285339,2.2707563945768132e-76,H2afv,0.80038756,1.396088076228805e-56,Zeb2,1.0625962,1.3708222075321644e-42,Pdgfra,1.4897095,2.0694245763658882e-51,Foxp1,1.5813409,8.739860309677129e-64,Prkcq,5.6217055,3.675988273730131e-48,Mfge8,2.9415598,3.1449669602250733e-71,Txn1,0.73268056,3.4288883773944525e-23,Itgb1,1.9612602,2.8480701402285078e-77,Gpx7,2.5656176,1.780748799420073e-14,Iigp1,7.068511,2.030941765409263e-14,Tsc22d1,1.7143909,1.590583109305926e-12,Gucy1a1,2.5456138,1.9324183284283024e-07
Rpl23,0.34527138,6.859454804980289e-114,Pcolce,2.724197,0.0,Rpl3,0.49747136,2.8629493741823224e-75,Nasp,0.9713569,5.300453408962399e-56,Igfbp5,1.0881184,1.775943441618788e-42,Fbxl7,1.530785,8.163348251500082e-51,Tgfb1i1,1.5159314,9.908099739023615e-63,Rbpms,1.5466611,5.332543022207932e-48,Ggt5,4.7911353,8.670981813882237e-70,Anp32b,0.8030081,3.692015214441081e-23,Mfge8,3.0988598,4.790322824983376e-77,Fam46a,3.0674489,2.3066422552307682e-14,Gpx3,4.0056357,5.4648067523384333e-14,Nrg1,7.5620775,2.311381766941391e-12,Tnfrsf11b,4.1381335,2.1045691619589514e-07
Pdia6,0.8066708,8.05705380288199e-114,Col5a3,5.201297,0.0,Rps7,0.41752693,2.9880188538629e-75,Hspe1,0.65613234,1.776479883187967e-55,Cntfr,1.7359757,5.99898341055054e-42,Tgfbi,1.3089638,5.743647828475701e-50,Ccnd2,1.3796537,4.8427727958863724e-61,Timp3,2.282524,1.468815664069404e-47,Myo1b,3.1720073,2.5865574786386515e-69,Cdc20,2.6081014,1.085694092283957e-22,Parm1,3.5300493,2.800442364371532e-74,Hdlbp,1.9032229,2.8871458760018097e-14,Cst3,1.888536,6.056266037638851e-14,mt-Nd3,1.2547762,2.7997518101086312e-12,Plpp1,2.3382604,2.121409993059177e-07
Fabp5,1.198662,8.703845683429557e-112,Peg3,2.0887897,0.0,A830018L16Rik,3.1996217,3.1419091633050835e-75,Trps1,1.3533909,4.748647438798286e-55,Odc1,1.1141657,1.2759910968642525e-41,Aldh1a2,2.5639515,8.058568404515567e-50,Ccdc85b,2.3694973,2.905154738382642e-60,C2cd4a,5.5795107,2.769771584912529e-47,Myl12a,1.6126933,6.784201430593955e-69,Swi5,0.8333868,4.394192979404799e-22,Mprip,2.4847693,2.939618982884911e-73,Sparc,1.4815788,4.606981701055601e-14,Col4a1,2.3177893,6.667037623523989e-14,Smoc1,6.1520777,3.8305659769787986e-12,Kcnn3,4.952484,3.8973786447272155e-07
Col3a1,0.7235962,6.218972150115147e-110,S100a11,1.6832763,0.0,Alcam,1.3823642,3.9312473313952097e-75,Top1,0.72582066,2.1766590822504337e-54,Bex3,0.693578,1.6364030940401973e-41,Robo1,2.3893673,1.8424863348916548e-49,Cavin2,1.9125665,3.9379307407241505e-60,Uqcr10,1.3428599,4.48333663764465e-47,Cspg4,3.6675217,7.345125809794549e-69,Ppia,0.47485328,4.654614298573895e-22,Lgalsl,3.957968,4.417848812941358e-73,Lhfpl2,3.140486,4.6999394208147996e-14,Lamb1,2.3575988,6.799924454060325e-14,Col6a2,2.1113565,3.924264525747625e-12,Lum,2.046899,5.655614301608166e-07
Tenm4,1.3310966,8.568996496784717e-106,Fndc1,5.5389476,4.022040172309414e-306,Myl6,0.6150853,7.455268591432487e-73,Mpped2,1.3958768,5.902780602487578e-54,Rps7,0.4400036,1.0481399818881374e-40,Mif,0.9180549,4.4959901568733734e-49,Mgll,2.6330423,7.69688852669606e-60,Ppp1r14a,2.0760872,1.789890101677515e-45,Tpm4,1.8370304,2.8744540037754667e-68,Pclaf,1.3314912,1.1213695825126542e-21,Rasgrp2,3.6378405,8.216673079992751e-72,Abi3bp,3.250325,1.3592170454406953e-13,Nid2,3.3480203,7.751935446752678e-14,Txnip,2.2780223,4.733003879119476e-12,Tcf21,1.8565606,5.789882735974215e-07
Rpl18,0.5085158,6.003983631643336e-105,Fmo1,3.852443,3.0566452816131448e-295,Gm266,1.2549591,1.071694246459462e-70,Hmgb3,1.0314906,1.3349811456824e-53,Kif26b,2.0559812,1.493152933469831e-40,Zeb2,1.2472248,2.9546518884661083e-48,Lmod1,3.206734,1.2149246289118727e-59,Aldh1b1,3.6233914,3.464707865284445e-45,Gucy1a1,2.8419194,1.5661349011646235e-67,Ptms,0.81455976,6.648553006411829e-21,Ccnd1,4.1219587,6.513695036282522e-71,P4hb,1.6258857,3.8073979969630687e-13,Cited2,3.852862,9.322749241326654e-14,Glp2r,6.9683437,1.610289276765018e-11,Timp3,2.458619,7.456527773143274e-07
Igf1,1.2684301,2.6094664201773358e-104,Eln,2.581253,1.4207855992852993e-282,Tceal9,0.54956466,1.2816460261823113e-70,Tma7,0.6449294,2.5097670377222414e-53,Rpl7a,0.6816452,4.287260814939584e-40,Ran,0.86339897,3.3318240028639665e-48,Ccdc107,1.9786826,4.394746187993921e-59,Atp2a2,1.968709,1.4082822409144611e-43,Serpinb1a,4.86644,1.6471050433008827e-67,Lockd,2.493298,1.7218414638317437e-20,Dstn,2.284342,2.8495401726038315e-70,Gabarap,1.1730574,1.0358406032045267e-12,Lama5,5.027388,1.4720066363630316e-13,Cebpb,3.7075624,2.1059935237579756e-11,Cpe,1.8168576,9.251866977413243e-07
Rpl22l1,0.55091846,5.673036778055474e-104,Rpl39,0.6626891,3.275999091769313e-282,Tcf21,0.9315241,4.672127765392686e-69,Hnrnpa0,0.5856104,3.907746325908515e-53,Cbx5,0.88297963,4.7227030699908934e-39,Hmgn2,0.9689644,4.4882069166842464e-48,Nrp2,1.8212347,1.7630260163215939e-57,Slc38a1,2.4981444,6.844417819856268e-42,Tmem176a,2.3123906,2.752691591261805e-66,Lsm6,1.1511375,1.8546477839889073e-20,Actn4,2.4638073,4.427949940244227e-69,Adamts1,2.6278093,1.2980714868200345e-12,Rasgrp2,3.4346495,1.598563194023729e-13,Id2,2.3410141,3.564074530169169e-11,F2r,2.667894,1.099999722200525e-06
Rps14,0.52896184,9.401526921981428e-104,Lmna,2.1405172,1.1494967235593965e-280,Rps3a1,0.34625745,2.3732219358388534e-68,Tshz2,0.6960947,5.169464834447198e-53,Mdk,0.6626212,1.4819728552543508e-38,Nucks1,1.0559949,5.0803369923660674e-48,Ppia,0.56314045,4.504939578029483e-57,2010107E04Rik,1.2555946,9.398293086860184e-42,Gng11,2.6477962,8.939948637252309e-66,Cacybp,1.0394871,1.1059451253659238e-19,Actg2,3.5280516,1.47485110143371e-68,Kdr,4.455524,1.8094339486195926e-12,Tpm1,1.9444867,1.8941583264669727e-13,mt-Nd2,0.80184203,7.393813491053255e-11,Camk2n1,2.2829583,1.216366737298599e-06
Rpsa,0.5155481,2.4387587583797255e-102,mt-Co1,0.7434843,5.193750160288613e-280,Rpl7,0.348302,2.3770218622698388e-68,Mettl9,0.80252516,1.023999994111068e-52,Hmga2,1.3025279,2.1325772513086849e-38,Atp5g2,0.76342565,8.131538964828736e-48,Lmo4,1.6462092,8.75801126409075e-56,Gpr20,4.146263,3.723453792513995e-40,Cald1,1.5397851,1.2235150380281771e-65,Calm2,0.7520465,1.1200119239713447e-19,Rgs7bp,4.2270875,2.829265370533486e-67,Cpne4,9.05706,2.3088134177273865e-12,Fermt2,2.060889,2.1767650936014252e-13,Adamts18,6.9102845,1.1814121205766234e-10,Ppm1l,3.8064494,1.414515129670934e-06
Ccdc80,1.0902888,8.204441609021554e-101,Laptm4a,1.0604931,5.281657567142208e-280,Tgfbi,1.0932237,4.400508671594901e-68,Pebp1,0.5882591,3.3720099100356014e-52,Runx1t1,1.0525033,1.4881307872813008e-37,Rack1,0.51127344,8.962621051348571e-48,Vcl,1.8186133,9.793487296312157e-54,Ptms,0.9986807,1.622501956451868e-39,Fabp5,2.5596757,2.510270870204383e-63,Psma2,0.85023284,1.410619919643629e-19,Epas1,4.8258142,6.91911015709303e-66,Wfdc2,3.8215594,2.649254949154776e-12,Arid5b,2.5030982,2.299143047279953e-13,Ctsc,4.6603184,1.2264431622897012e-10,Atp1b1,2.8083723,2.0128918811880065e-06
Id3,1.0931249,3.2263606121864665e-100,Nfix,2.036222,1.458573154816048e-276,Rpl17,0.3779535,1.2108887191860097e-67,Scx,2.6406748,3.798916003708993e-52,Hspa5,0.67019314,3.677835827365297e-37,Rpl15,0.5142113,9.643616954872969e-48,Chrm2,3.0063283,1.1256507798842019e-53,Atp1b3,1.9709141,2.586124537429757e-39,Lgmn,3.5129552,4.688475204162848e-63,Lgals1,0.61008936,1.9971665512331605e-19,Ebf1,2.7982187,1.4096409940348483e-65,Aldoa,1.763682,3.10477338830844e-12,Gja1,4.9382186,2.350171054134007e-13,Igfbp7,2.6587217,1.388539429408715e-10,Sytl2,3.5535583,2.5877176633899825e-06
Alcam,1.3626472,1.2060222652148134e-98,Tppp3,4.3676395,1.143431726604045e-272,Slc25a3,0.6056003,3.872024887398192e-67,C1qtnf4,1.4269282,2.0381900885487585e-51,Id2,0.9625796,5.587864591835916e-37,Psmb6,0.8095633,3.925599840756043e-45,Slc25a3,0.8585075,1.6505360667769756e-51,Cxcl16,4.6565022,4.474925214049362e-39,Id3,2.0170698,1.4149173854242645e-62,Lsm5,1.1531774,2.0254836422316612e-19,Rasl11a,4.0934615,1.646943664553858e-65,Krt8,4.964261,3.5228978753149376e-12,Tbx2,3.3256562,3.4514348341631077e-13,Cebpd,3.8989747,2.2214388173050383e-10,Ctsk,2.5234807,4.09529525260733e-06
Sparcl1,1.0746131,2.1214007623789823e-98,Zeb2,1.9854413,1.983087116559025e-267,Fgfr2,1.9399343,3.8659530487810497e-66,H3f3a,0.30728227,9.489235410805537e-51,Rpl9,0.7940314,9.284017897004384e-37,Slitrk6,2.8865647,6.348531578265712e-45,Crispld2,2.7244186,2.588039317342832e-51,Hmcn2,4.843193,5.545377122032563e-39,Ets1,2.8796797,2.214274823091075e-62,Snrpd1,0.86141396,2.030795538390034e-19,S100a11,1.9637579,2.1342357945972855e-64,Meg3,1.2024518,3.672013304112336e-12,Col6a1,1.8675777,5.16381732640375e-13,Ifitm3,1.5583763,4.46390406506041e-10,Lsp1,1.7211194,4.218790013280292e-06
Anxa2,1.0740868,5.018587047363397e-98,Anxa2,1.8162743,2.1736856771044646e-264,Hsp90ab1,0.47169122,1.0273719258212183e-65,Tubb2b,1.0540541,2.1675744946154664e-49,Ubb,0.3496963,1.5977682944675707e-36,H2afv,0.9046003,1.1884421230593447e-44,Mtcl1,4.4035697,6.071295468688871e-49,Ifitm3,1.0934266,2.5070817577901656e-38,Gipr,7.963018,8.79932037582828e-62,Cks1b,1.0831028,2.436812566576699e-19,Cbfa2t3,4.373946,4.894234095235984e-64,Rhou,3.096999,4.7910523764011765e-12,Cebpb,3.408837,5.197447899383012e-13,Gpx3,3.5103014,6.864196427340926e-10,Thbs4,3.0368795,5.0009192849639725e-06
Rplp0,0.48532316,3.4582820090639192e-96,C1s1,4.870206,2.8832313038974864e-258,Rgmb,2.0685635,1.718868069830077e-65,Cdh3,1.8364781,3.4923471162665434e-48,Tenm3,1.1246936,7.416025042911064e-36,Calm1,0.7522123,3.72064550303325e-44,Actn1,1.3481902,4.8310132512662925e-48,Uqcr11,1.2716055,1.1639616269741472e-37,Lhfp,2.7730474,4.759064937196043e-61,H2afx,1.3286917,3.822619040067294e-19,Tbx2,3.3346095,2.521962849135993e-63,Ftl1,0.84836483,6.80056176836484e-12,Serping1,2.6477525,1.9035649242621933e-12,Foxf2,4.8325295,8.053231208183129e-10,Prkar2b,3.2985098,5.902058596922331e-06
Cxcl12,1.0601915,2.0239934408068817e-95,Cavin1,2.2338905,2.9956344113381926e-253,Cnn2,0.9151597,9.019364667388426e-65,Dnaja1,0.6375692,5.039715253517234e-47,Rpl11,0.4306522,1.3131637463379097e-35,Wnt5a,1.4226712,5.121010046733268e-44,Aprt,1.0925454,2.61964261640958e-47,Bpgm,3.2796075,1.2912576076357845e-37,Pik3r1,2.870674,1.6353251752258012e-60,Elob,0.6340209,5.164446976388515e-19,Heyl,3.9517076,1.3100394082915963e-62,Ppp1r12a,1.8457438,7.696980656196525e-12,Mpzl1,2.5300796,2.0190417655236513e-12,Pcsk6,6.1156397,1.022769071563376e-09,Itgb1,1.2957684,6.069148760436488e-06
Rps5,0.5358687,2.251339943268931e-95,Ppic,1.3411182,1.8503224302345173e-252,Tshz2,0.64688945,3.801950593892709e-64,Hnrnpa1,0.5105609,6.266295411717063e-47,Tgfb2,1.6514394,1.3156212888654856e-35,Lum,1.2897477,8.509713736161552e-44,Pcp4,5.604567,2.923723422078349e-47,Uqcrb,0.9418656,1.7922288070681957e-37,Rgs4,7.013495,1.6486246082147777e-59,Mest,0.9032418,6.046740136419107e-19,Gucy1a1,2.7317712,1.4536600485616364e-62,Hand1,2.856067,1.0583843544929494e-11,Man2a1,2.8425348,2.662639385682313e-12,Lamc1,2.7144616,1.1055735874183581e-09,Tril,2.7215343,6.448096924433545e-06
Serpinh1,0.551822,6.653088995153643e-95,Rnase4,3.170476,3.72206301895631e-241,Rpl14,0.34671745,7.47175550637952e-64,Pafah1b3,0.77956057,1.8694874914587258e-46,Gng5,0.49104142,2.0965268267335293e-35,Eno1,1.2040808,1.2828191320449104e-43,Kcnd3,5.041809,3.188199752992061e-47,Cox7a2,0.94257575,1.1241364560611753e-36,Slc12a2,3.0443327,3.0665120499578946e-59,Rpl22l1,0.58218527,7.50288300378804e-19,Fam241a,4.2029777,2.112695188194237e-62,P3h4,2.2478912,1.1009215423690878e-11,Rfxap,3.0624135,2.7374077568531535e-12,1700025G04Rik,2.7851932,1.2259042074125278e-09,Tshz2,1.0916256,9.748431902823122e-06
Rpl18a,0.4556797,2.3732199223832277e-92,Cygb,3.2382333,5.328661312711019e-240,Rpl18,0.44792503,1.2756538838569275e-63,Ltbp1,1.3075619,7.060658194830809e-46,Nefm,3.3760839,4.902878918031294e-35,Eif5a,0.7685199,1.290061160997044e-43,Clmp,1.5171417,4.385749379770691e-47,Slc25a5,1.2821062,1.223374514331839e-35,Ednra,3.1150324,8.763346608547923e-59,Ybx1,0.6138914,1.0794686364057988e-18,Uba2,2.7245286,2.7635730324066173e-62,Efnb2,3.0863414,1.109414611258882e-11,Ggt5,4.4432693,4.09179805775638e-12,Tnc,4.1055775,1.2435694704073883e-09,Dpt,2.9562972,1.0664506333822177e-05
Bambi,1.5034885,4.093656680400971e-92,Mgp,2.3775027,3.3981006955770222e-233,Rbpms,0.8726229,3.775940094779188e-63,Npm1,0.47714776,1.3988442617868878e-45,Shisa2,3.2340121,5.141945528998274e-35,Tpi1,0.8934779,3.4709601776414245e-43,Khdrbs3,2.0556524,1.6408999748267065e-46,Pde5a,1.9338903,1.7229932511532263e-35,Crip1,2.9203103,3.563024602320913e-58,Hmgb3,1.1660075,1.1085938440706667e-18,Fhl1,3.6942825,2.932024556879388e-62,Zim1,2.2152271,1.4526399098211066e-11,Ckb,2.5095575,4.1908824757431905e-12,Slitrk6,4.3785343,1.5162610052572136e-09,Pbx3,2.398306,1.0685381703827527e-05
Sf3b5,0.83240163,1.0046160613175484e-90,Cpe,1.7619461,2.4728158147784402e-231,Itga8,1.8547118,8.721716100009642e-62,Mif,0.68702936,1.520587247156933e-45,Pdia3,0.64206415,7.002897608948079e-35,Etfa,1.2704487,4.1000878972000435e-43,Cox5a,0.9959046,1.5778063942946844e-45,Ints6l,2.6354306,3.404149392141904e-35,Gcgr,9.998906,7.407984205824365e-58,Jpt1,1.052587,1.1817492058460375e-18,Myl6,1.3927013,1.7336757465575254e-61,Grina,2.7689528,1.790185419789871e-11,Ifngr1,3.8076441,5.9159850780908845e-12,Rnase4,3.3694513,1.5486817641924692e-09,Ttyh3,2.334954,1.1100335313185176e-05
Rplp2,0.47108582,1.0607164253309895e-89,H19,1.1339469,2.0188590555064825e-230,Fau,0.31225365,1.0496461766395798e-61,Psmb5,0.6912804,1.6396776335936197e-45,Id3,0.91092163,1.435694825927985e-34,Ogn,1.4588449,1.8066916390959875e-42,Dynll1,0.6471504,4.6654180060515843e-45,Asph,2.1218202,7.450958001601298e-34,Ptprb,7.2645974,1.4594009239635082e-57,Sfr1,0.6887233,1.2203551935315152e-18,Anxa3,3.6612532,7.721122235971037e-61,mt-Nd4l,1.7222035,1.9671332662296118e-11,Fhl2,3.2389073,8.214456991366179e-12,Pmepa1,2.319985,2.8964943284956354e-09,Tnc,3.1331356,1.1231078373082792e-05
Rpl10a,0.41568723,1.9708193022790767e-89,Nrk,1.9223144,3.605696407938493e-228,Mapk13,1.7748836,2.9475637785585927e-61,Hsp90aa1,0.6232785,2.9721914177245033e-45,Rpl23a,0.42714018,1.515945236342778e-34,Cavin2,1.4643251,9.053281304942666e-42,Actg1,0.5985714,2.2558025702881366e-44,Kcnk3,2.1475165,9.062699264175791e-34,Serinc3,2.6410382,2.3670908436196686e-57,Psmb6,0.77779263,1.7859763207556633e-18,Serpine2,2.756479,1.342259353618815e-60,Pgam1,1.3555001,3.157529224711758e-11,Ctsb,2.4059985,1.0073389550103668e-11,Bmp2,7.68327,3.4941115638151774e-09,App,1.5213326,1.1899427932533038e-05
